Ref	Pos	Starts	Ends
21s_mtrRNA	538	0	0
21s_mtrRNA	539	0	1
21s_mtrRNA	540	0	0
21s_mtrRNA	541	0	0
21s_mtrRNA	542	0	0
21s_mtrRNA	543	0	3
21s_mtrRNA	544	0	0
21s_mtrRNA	545	0	1
21s_mtrRNA	546	0	0
21s_mtrRNA	547	0	0
21s_mtrRNA	548	0	1
21s_mtrRNA	549	0	0
21s_mtrRNA	550	0	0
21s_mtrRNA	551	0	0
21s_mtrRNA	552	0	1
21s_mtrRNA	553	0	0
21s_mtrRNA	554	0	0
21s_mtrRNA	555	0	1
21s_mtrRNA	556	0	0
21s_mtrRNA	557	0	0
21s_mtrRNA	558	0	1
21s_mtrRNA	559	0	0
21s_mtrRNA	560	0	0
21s_mtrRNA	561	0	0
21s_mtrRNA	562	0	0
21s_mtrRNA	563	0	0
21s_mtrRNA	564	0	0
21s_mtrRNA	565	0	0
21s_mtrRNA	566	0	0
21s_mtrRNA	567	0	0
21s_mtrRNA	568	0	0
21s_mtrRNA	569	0	0
21s_mtrRNA	570	0	0
21s_mtrRNA	571	1	2
21s_mtrRNA	572	0	0
21s_mtrRNA	573	0	0
21s_mtrRNA	574	0	0
21s_mtrRNA	575	0	0
21s_mtrRNA	576	0	0
21s_mtrRNA	577	0	0
21s_mtrRNA	578	0	0
21s_mtrRNA	579	0	0
21s_mtrRNA	580	0	0
21s_mtrRNA	581	0	0
21s_mtrRNA	582	0	0
21s_mtrRNA	583	0	0
21s_mtrRNA	584	0	0
21s_mtrRNA	585	0	0
21s_mtrRNA	586	0	0
21s_mtrRNA	587	0	0
21s_mtrRNA	588	0	0
21s_mtrRNA	589	0	0
21s_mtrRNA	590	0	0
21s_mtrRNA	591	0	0
21s_mtrRNA	592	0	0
21s_mtrRNA	593	0	0
21s_mtrRNA	594	0	0
21s_mtrRNA	595	0	0
21s_mtrRNA	596	0	0
21s_mtrRNA	597	0	0
21s_mtrRNA	598	0	0
21s_mtrRNA	599	0	0
21s_mtrRNA	600	0	1
21s_mtrRNA	601	0	0
21s_mtrRNA	602	0	0
21s_mtrRNA	603	0	0
21s_mtrRNA	604	0	1
21s_mtrRNA	605	0	0
21s_mtrRNA	606	0	0
21s_mtrRNA	607	0	0
21s_mtrRNA	608	0	0
21s_mtrRNA	609	1	0
21s_mtrRNA	610	0	0
21s_mtrRNA	611	0	0
21s_mtrRNA	612	0	0
21s_mtrRNA	613	0	0
21s_mtrRNA	614	0	0
21s_mtrRNA	615	0	0
21s_mtrRNA	616	0	0
21s_mtrRNA	617	0	0
21s_mtrRNA	618	0	0
21s_mtrRNA	619	0	0
21s_mtrRNA	620	0	0
21s_mtrRNA	621	0	0
21s_mtrRNA	622	0	0
21s_mtrRNA	623	0	0
21s_mtrRNA	624	0	0
21s_mtrRNA	625	0	0
21s_mtrRNA	626	0	1
21s_mtrRNA	627	0	0
21s_mtrRNA	628	0	0
21s_mtrRNA	629	0	0
21s_mtrRNA	630	0	0
21s_mtrRNA	631	0	0
21s_mtrRNA	632	0	0
21s_mtrRNA	633	0	0
21s_mtrRNA	634	0	0
21s_mtrRNA	635	0	0
21s_mtrRNA	636	0	0
21s_mtrRNA	637	0	0
21s_mtrRNA	638	0	0
21s_mtrRNA	639	0	0
21s_mtrRNA	640	0	0
21s_mtrRNA	641	0	0
21s_mtrRNA	642	0	0
21s_mtrRNA	643	0	1
21s_mtrRNA	644	0	0
21s_mtrRNA	645	0	0
21s_mtrRNA	646	0	0
21s_mtrRNA	647	0	0
21s_mtrRNA	648	0	0
21s_mtrRNA	649	0	0
21s_mtrRNA	650	0	0
21s_mtrRNA	651	0	0
21s_mtrRNA	652	1	0
21s_mtrRNA	653	0	0
21s_mtrRNA	654	0	0
21s_mtrRNA	655	0	3
21s_mtrRNA	656	2	0
21s_mtrRNA	657	0	0
21s_mtrRNA	658	0	0
21s_mtrRNA	659	0	0
21s_mtrRNA	660	0	0
21s_mtrRNA	661	0	0
21s_mtrRNA	662	0	0
21s_mtrRNA	663	0	0
21s_mtrRNA	664	0	0
21s_mtrRNA	665	0	0
21s_mtrRNA	666	0	0
21s_mtrRNA	667	0	0
21s_mtrRNA	668	0	0
21s_mtrRNA	669	1	0
21s_mtrRNA	670	0	0
21s_mtrRNA	671	0	0
21s_mtrRNA	672	0	0
21s_mtrRNA	673	0	0
21s_mtrRNA	674	0	0
21s_mtrRNA	675	0	0
21s_mtrRNA	676	1	0
21s_mtrRNA	677	0	0
21s_mtrRNA	678	0	0
21s_mtrRNA	679	0	0
21s_mtrRNA	680	0	0
21s_mtrRNA	681	0	0
21s_mtrRNA	682	0	0
21s_mtrRNA	683	0	0
21s_mtrRNA	684	0	0
21s_mtrRNA	685	0	0
21s_mtrRNA	686	0	1
21s_mtrRNA	687	0	0
21s_mtrRNA	688	0	0
21s_mtrRNA	689	0	0
21s_mtrRNA	690	0	0
21s_mtrRNA	691	0	1
21s_mtrRNA	692	0	0
21s_mtrRNA	693	0	1
21s_mtrRNA	694	0	0
21s_mtrRNA	695	0	0
21s_mtrRNA	696	0	0
21s_mtrRNA	697	0	0
21s_mtrRNA	698	0	0
21s_mtrRNA	699	0	0
21s_mtrRNA	700	0	0
21s_mtrRNA	701	0	0
21s_mtrRNA	702	0	0
21s_mtrRNA	703	0	0
21s_mtrRNA	704	0	0
21s_mtrRNA	705	1	0
21s_mtrRNA	706	0	0
21s_mtrRNA	707	0	2
21s_mtrRNA	708	0	1
21s_mtrRNA	709	0	0
21s_mtrRNA	710	0	0
21s_mtrRNA	711	0	0
21s_mtrRNA	712	0	0
21s_mtrRNA	713	0	0
21s_mtrRNA	714	0	0
21s_mtrRNA	715	0	0
21s_mtrRNA	716	0	0
21s_mtrRNA	717	0	0
21s_mtrRNA	718	0	0
21s_mtrRNA	719	0	1
21s_mtrRNA	720	0	0
21s_mtrRNA	721	0	0
21s_mtrRNA	722	0	0
21s_mtrRNA	723	0	0
21s_mtrRNA	724	0	0
21s_mtrRNA	725	0	2
21s_mtrRNA	726	0	0
21s_mtrRNA	727	0	1
21s_mtrRNA	728	0	0
21s_mtrRNA	729	0	0
21s_mtrRNA	730	0	0
21s_mtrRNA	731	0	0
21s_mtrRNA	732	0	0
21s_mtrRNA	733	0	0
21s_mtrRNA	734	0	0
21s_mtrRNA	735	0	0
21s_mtrRNA	736	1	1
21s_mtrRNA	737	1	1
21s_mtrRNA	738	0	0
21s_mtrRNA	739	0	0
21s_mtrRNA	740	0	1
21s_mtrRNA	741	0	1
21s_mtrRNA	742	0	0
21s_mtrRNA	743	0	2
21s_mtrRNA	744	0	1
21s_mtrRNA	745	0	0
21s_mtrRNA	746	0	1
21s_mtrRNA	747	0	1
21s_mtrRNA	748	0	1
21s_mtrRNA	749	0	0
21s_mtrRNA	750	0	0
21s_mtrRNA	751	0	0
21s_mtrRNA	752	0	1
21s_mtrRNA	753	0	1
21s_mtrRNA	754	0	0
21s_mtrRNA	755	0	0
21s_mtrRNA	756	0	0
21s_mtrRNA	757	0	0
21s_mtrRNA	758	0	1
21s_mtrRNA	759	0	0
21s_mtrRNA	760	0	0
21s_mtrRNA	761	1	0
21s_mtrRNA	762	0	1
21s_mtrRNA	763	0	1
21s_mtrRNA	764	0	0
21s_mtrRNA	765	0	0
21s_mtrRNA	766	0	0
21s_mtrRNA	767	0	0
21s_mtrRNA	768	0	0
21s_mtrRNA	769	0	0
21s_mtrRNA	770	0	0
21s_mtrRNA	771	0	0
21s_mtrRNA	772	0	0
21s_mtrRNA	773	1	1
21s_mtrRNA	774	0	0
21s_mtrRNA	775	0	0
21s_mtrRNA	776	0	0
21s_mtrRNA	777	0	0
21s_mtrRNA	778	0	1
21s_mtrRNA	779	0	1
21s_mtrRNA	780	0	0
21s_mtrRNA	781	0	0
21s_mtrRNA	782	0	0
21s_mtrRNA	783	0	1
21s_mtrRNA	784	0	0
21s_mtrRNA	785	0	0
21s_mtrRNA	786	0	0
21s_mtrRNA	787	0	0
21s_mtrRNA	788	0	1
21s_mtrRNA	789	0	0
21s_mtrRNA	790	0	0
21s_mtrRNA	791	0	0
21s_mtrRNA	792	0	0
21s_mtrRNA	793	0	0
21s_mtrRNA	794	1	0
21s_mtrRNA	795	0	0
21s_mtrRNA	796	0	0
21s_mtrRNA	797	0	0
21s_mtrRNA	798	0	1
21s_mtrRNA	799	0	0
21s_mtrRNA	800	0	0
21s_mtrRNA	801	0	0
21s_mtrRNA	802	0	0
21s_mtrRNA	803	0	0
21s_mtrRNA	804	0	0
21s_mtrRNA	805	0	0
21s_mtrRNA	806	0	0
21s_mtrRNA	807	0	0
21s_mtrRNA	808	0	0
21s_mtrRNA	809	0	0
21s_mtrRNA	810	0	0
21s_mtrRNA	811	0	0
21s_mtrRNA	812	0	0
21s_mtrRNA	813	0	0
21s_mtrRNA	814	0	0
21s_mtrRNA	815	0	0
21s_mtrRNA	816	0	0
21s_mtrRNA	817	0	0
21s_mtrRNA	818	0	0
21s_mtrRNA	819	0	0
21s_mtrRNA	820	0	0
21s_mtrRNA	821	0	0
21s_mtrRNA	822	0	0
21s_mtrRNA	823	0	0
21s_mtrRNA	824	0	0
21s_mtrRNA	825	0	0
21s_mtrRNA	826	0	2
21s_mtrRNA	827	0	0
21s_mtrRNA	828	0	0
21s_mtrRNA	829	0	1
21s_mtrRNA	830	0	0
21s_mtrRNA	831	0	1
21s_mtrRNA	832	0	0
21s_mtrRNA	833	0	0
21s_mtrRNA	834	0	0
21s_mtrRNA	835	0	0
21s_mtrRNA	836	1	0
21s_mtrRNA	837	0	0
21s_mtrRNA	838	0	0
21s_mtrRNA	839	0	0
21s_mtrRNA	840	0	0
21s_mtrRNA	841	1	0
21s_mtrRNA	842	0	0
21s_mtrRNA	843	0	0
21s_mtrRNA	844	0	0
21s_mtrRNA	845	0	0
21s_mtrRNA	846	0	0
21s_mtrRNA	847	1	0
21s_mtrRNA	848	0	0
21s_mtrRNA	849	0	0
21s_mtrRNA	850	0	0
21s_mtrRNA	851	0	0
21s_mtrRNA	852	1	0
21s_mtrRNA	853	0	0
21s_mtrRNA	854	0	0
21s_mtrRNA	855	0	1
21s_mtrRNA	856	0	0
21s_mtrRNA	857	0	0
21s_mtrRNA	858	0	0
21s_mtrRNA	859	1	0
21s_mtrRNA	860	0	0
21s_mtrRNA	861	0	0
21s_mtrRNA	862	0	1
21s_mtrRNA	863	0	0
21s_mtrRNA	864	0	0
21s_mtrRNA	865	2	1
21s_mtrRNA	866	0	0
21s_mtrRNA	867	0	0
21s_mtrRNA	868	0	0
21s_mtrRNA	869	1	0
21s_mtrRNA	870	1	0
21s_mtrRNA	871	0	0
21s_mtrRNA	872	0	0
